age,monthly_salary,profession,education_level,location,home_status,family_wealth,marital_status,marriage_type,government_job,dowry_amount_lakhs
23,119421,Software Engineer,PhD,Tier-3,Rented,Middle,Married,Love,0,3.5
36,85150,Doctor,Diploma,Tier-1,Rented,Middle,Married,Arranged,0,3.5
25,171423,Government Officer,Masters,Rural,Rented,Lower,Married,Love,1,10.5
34,49544,CA,PhD,Tier-3,Own,Lower,Divorced,Arranged,0,10.0
34,114793,Private Job,Bachelors,Tier-3,Own,Lower,Divorced,Love,0,7.5
35,91918,Business Owner,Diploma,Rural,Rented,Middle,Married,Arranged,0,-0.5
30,196934,Freelancer,Masters,Rural,Own,Lower,Married,Love,0,5.5
35,160850,Business Owner,PhD,Tier-1,Own,Upper-Middle,Married,Arranged,0,12.0
38,193799,Business Owner,PhD,Rural,Own,Middle,Single,Arranged,0,20.5
22,48121,Freelancer,PhD,Tier-3,Own,Upper-Middle,Divorced,Love,0,5.0
23,54356,CA,Diploma,Tier-1,Own,Middle,Divorced,Arranged,0,9.5
31,196416,Government Officer,Bachelors,Tier-1,Rented,Upper-Middle,Married,Arranged,1,15.5
22,96053,Government Officer,Masters,Tier-2,Rented,Upper,Married,Arranged,1,10.5
29,92364,Software Engineer,PhD,Tier-2,Own,Middle,Single,Love,0,16.5
32,195794,Private Job,Bachelors,Rural,Own,Middle,Single,Love,0,15.5
29,58276,Business Owner,Masters,Tier-2,Own,Middle,Married,Arranged,0,4.5
25,145741,Government Officer,Bachelors,Tier-3,Own,Middle,Married,Love,1,12.0
22,97983,Government Officer,Bachelors,Tier-3,Own,Middle,Divorced,Love,1,14.5
34,199362,CA,Diploma,Tier-3,Rented,Upper,Divorced,Arranged,0,11.5
37,85693,Government Officer,Diploma,Tier-3,Rented,Upper-Middle,Divorced,Arranged,1,12.0
32,28759,Private Job,Diploma,Rural,Rented,Middle,Divorced,Arranged,0,0.0
32,123001,Doctor,PhD,Tier-1,Own,Middle,Divorced,Arranged,0,16.5
29,103707,CA,Bachelors,Rural,Rented,Lower,Single,Arranged,0,12.0
29,66960,Business Owner,PhD,Tier-3,Rented,Upper-Middle,Married,Love,0,0.0
40,177612,Doctor,Bachelors,Tier-3,Rented,Upper,Married,Love,0,5.0
24,50298,Private Job,PhD,Tier-3,Own,Upper,Single,Love,0,11.5
27,79369,Freelancer,Diploma,Tier-1,Rented,Lower,Married,Arranged,0,-0.5
24,100166,Business Owner,Bachelors,Tier-2,Own,Lower,Single,Love,0,14.0
29,119583,Private Job,PhD,Rural,Own,Middle,Married,Arranged,0,5.5
30,60944,Government Officer,Masters,Tier-3,Rented,Upper,Single,Love,1,16.0
40,105378,Private Job,Diploma,Tier-3,Rented,Lower,Single,Love,0,8.0
34,95548,Doctor,Diploma,Tier-1,Own,Upper,Single,Arranged,0,17.0
36,79867,Business Owner,Masters,Tier-1,Rented,Upper,Divorced,Love,0,6.5
25,144538,Software Engineer,Masters,Tier-2,Rented,Upper-Middle,Single,Arranged,0,17.0
24,194222,CA,Bachelors,Tier-1,Own,Upper-Middle,Married,Love,0,10.5
29,133747,Business Owner,PhD,Tier-2,Rented,Upper-Middle,Divorced,Arranged,0,11.5
35,125038,Software Engineer,Diploma,Tier-1,Rented,Upper,Married,Love,0,3.0
40,162825,Private Job,Bachelors,Tier-3,Own,Upper,Divorced,Love,0,10.0
23,196047,CA,PhD,Tier-1,Own,Middle,Divorced,Love,0,17.5
36,61964,CA,Diploma,Tier-3,Own,Upper,Married,Love,0,1.0
28,43797,Private Job,Bachelors,Rural,Rented,Lower,Married,Love,0,-5.0
35,40315,Business Owner,Masters,Tier-3,Own,Middle,Divorced,Love,0,6.0
36,28104,Doctor,Masters,Tier-3,Own,Lower,Married,Love,0,1.5
28,97771,Business Owner,Masters,Rural,Rented,Upper,Single,Love,0,9.5
29,194121,Government Officer,Masters,Tier-3,Rented,Upper,Married,Love,1,12.5
32,89142,Doctor,PhD,Tier-1,Rented,Lower,Married,Arranged,0,6.5
38,165884,CA,Bachelors,Rural,Own,Upper,Single,Love,0,16.0
22,43259,Freelancer,Bachelors,Tier-3,Rented,Upper-Middle,Married,Arranged,0,-3.0
33,60034,Government Officer,Bachelors,Tier-2,Own,Lower,Single,Love,1,19.0
24,27492,CA,Diploma,Tier-3,Rented,Middle,Single,Love,0,6.0
35,74137,Freelancer,Bachelors,Tier-2,Own,Lower,Single,Arranged,0,12.5
22,144384,Freelancer,PhD,Rural,Rented,Middle,Single,Arranged,0,13.0
31,21450,Software Engineer,Diploma,Rural,Own,Lower,Divorced,Love,0,3.0
33,138567,Business Owner,Bachelors,Rural,Rented,Lower,Single,Arranged,0,12.5
40,52939,Government Officer,Bachelors,Tier-2,Own,Upper,Single,Love,1,18.5
29,80480,Private Job,Diploma,Tier-2,Rented,Middle,Single,Love,0,8.0
33,187741,Software Engineer,Bachelors,Tier-1,Rented,Upper,Single,Love,0,17.0
30,90410,Government Officer,PhD,Tier-3,Rented,Upper,Married,Love,1,8.5
38,56857,Government Officer,Diploma,Tier-3,Rented,Upper-Middle,Married,Love,1,3.5
23,164052,CA,Diploma,Tier-3,Own,Middle,Married,Love,0,6.0
22,169441,Doctor,Diploma,Tier-1,Own,Upper-Middle,Divorced,Arranged,0,15.5
40,195933,Private Job,PhD,Rural,Rented,Upper,Married,Arranged,0,6.5
27,147644,Doctor,Bachelors,Tier-1,Own,Lower,Divorced,Love,0,13.5
33,141279,Freelancer,PhD,Tier-3,Own,Upper-Middle,Divorced,Love,0,10.0
39,171423,Government Officer,Bachelors,Rural,Rented,Upper,Divorced,Love,1,14.5
27,35935,Doctor,PhD,Tier-2,Rented,Lower,Single,Love,0,11.0
30,99138,Freelancer,Masters,Tier-1,Own,Upper-Middle,Single,Arranged,0,15.5
25,37050,Freelancer,Diploma,Tier-1,Own,Upper-Middle,Single,Arranged,0,10.5
31,155952,Business Owner,PhD,Rural,Own,Middle,Divorced,Arranged,0,13.5
37,141893,Freelancer,Bachelors,Tier-3,Rented,Upper,Married,Love,0,0.0
28,114679,Freelancer,Diploma,Tier-1,Rented,Upper-Middle,Married,Love,0,-0.5
25,191034,Doctor,Masters,Tier-3,Own,Lower,Single,Arranged,0,22.0
30,73825,CA,Diploma,Tier-2,Own,Upper-Middle,Divorced,Arranged,0,9.5
34,30751,CA,PhD,Tier-3,Rented,Lower,Single,Love,0,9.5
36,121282,Software Engineer,Bachelors,Rural,Own,Lower,Married,Love,0,4.0
37,183821,Government Officer,Bachelors,Tier-2,Own,Upper-Middle,Divorced,Arranged,1,22.0
32,134298,Software Engineer,Bachelors,Tier-2,Own,Upper-Middle,Married,Love,0,6.5
39,117700,CA,Diploma,Tier-1,Rented,Lower,Divorced,Arranged,0,9.5
27,192689,Private Job,Masters,Tier-1,Own,Upper,Single,Arranged,0,21.5
31,72848,Business Owner,PhD,Tier-1,Rented,Upper-Middle,Single,Arranged,0,14.5
32,194793,Government Officer,PhD,Tier-2,Rented,Middle,Divorced,Arranged,1,21.5
36,92834,Software Engineer,Bachelors,Tier-2,Rented,Lower,Divorced,Love,0,6.5
25,198390,CA,Diploma,Tier-3,Own,Upper-Middle,Single,Love,0,17.5
28,49776,CA,Diploma,Tier-2,Own,Middle,Married,Love,0,1.0
28,85549,Doctor,PhD,Tier-1,Rented,Upper-Middle,Divorced,Arranged,0,11.5
40,68510,Private Job,Diploma,Tier-3,Rented,Lower,Single,Love,0,6.0
36,198098,Software Engineer,Bachelors,Rural,Rented,Lower,Divorced,Love,0,9.5
27,70197,Government Officer,Diploma,Tier-3,Own,Upper,Divorced,Arranged,1,14.5
33,119728,Private Job,Masters,Tier-2,Rented,Lower,Single,Arranged,0,13.5
22,118399,Doctor,Bachelors,Tier-2,Rented,Upper-Middle,Divorced,Arranged,0,10.0
39,71730,Business Owner,Diploma,Tier-1,Rented,Middle,Divorced,Arranged,0,6.5
27,25020,Freelancer,Bachelors,Tier-1,Own,Lower,Single,Love,0,9.0
36,194304,CA,Masters,Tier-1,Rented,Middle,Divorced,Love,0,13.5
40,149469,Doctor,Bachelors,Tier-2,Own,Middle,Divorced,Arranged,0,14.5
23,186835,Business Owner,PhD,Tier-1,Own,Lower,Married,Arranged,0,13.0
28,174077,Software Engineer,Bachelors,Rural,Rented,Middle,Single,Love,0,13.5
38,138695,Doctor,Bachelors,Tier-3,Own,Middle,Divorced,Love,0,11.0
34,149541,CA,Bachelors,Rural,Own,Lower,Married,Love,0,5.0
37,156872,Freelancer,Masters,Rural,Rented,Middle,Divorced,Arranged,0,7.5
30,89632,Software Engineer,Bachelors,Tier-3,Own,Upper-Middle,Married,Love,0,3.0
32,127182,Government Officer,Masters,Tier-1,Rented,Middle,Divorced,Love,1,16.0
26,38534,Software Engineer,Bachelors,Rural,Own,Middle,Married,Arranged,0,1.5
22,184411,Private Job,PhD,Tier-2,Own,Lower,Divorced,Love,0,14.0
28,115793,Private Job,Bachelors,Rural,Rented,Upper-Middle,Married,Love,0,-1.5
26,49447,Private Job,Masters,Tier-2,Own,Upper-Middle,Divorced,Arranged,0,8.0
31,120775,CA,PhD,Tier-1,Own,Upper,Single,Love,0,19.0
28,148143,Business Owner,Diploma,Tier-2,Rented,Lower,Single,Arranged,0,14.0
39,51316,Doctor,Bachelors,Tier-2,Own,Upper-Middle,Married,Love,0,3.0
36,33749,Freelancer,PhD,Tier-2,Rented,Lower,Single,Love,0,7.5
25,102171,Private Job,Diploma,Tier-2,Rented,Upper,Single,Arranged,0,11.0
37,75730,Private Job,Diploma,Rural,Rented,Lower,Married,Arranged,0,-2.5
22,117699,Private Job,Masters,Tier-1,Rented,Middle,Divorced,Love,0,7.5
34,66096,Private Job,Masters,Tier-2,Rented,Lower,Married,Love,0,-1.0
39,176073,Government Officer,Masters,Tier-2,Rented,Upper,Single,Love,1,22.5
32,28210,Private Job,Masters,Rural,Rented,Upper,Single,Arranged,0,7.0
35,197840,Freelancer,Bachelors,Rural,Own,Upper,Single,Arranged,0,16.5
22,66281,Doctor,PhD,Tier-2,Rented,Upper-Middle,Single,Arranged,0,14.5
40,120652,Private Job,Masters,Tier-1,Own,Upper-Middle,Married,Love,0,6.0
28,166603,Doctor,Bachelors,Tier-3,Own,Lower,Divorced,Arranged,0,14.5
39,151873,Government Officer,Bachelors,Rural,Rented,Middle,Married,Arranged,1,10.5
33,162566,Business Owner,Diploma,Tier-3,Rented,Middle,Single,Arranged,0,14.0
32,60942,Software Engineer,Bachelors,Tier-3,Rented,Middle,Married,Love,0,-1.0
22,42104,CA,PhD,Tier-3,Own,Upper,Married,Arranged,0,5.0
33,176413,Doctor,Diploma,Rural,Own,Upper,Divorced,Arranged,0,13.0
29,190890,Doctor,Bachelors,Tier-3,Own,Upper,Single,Arranged,0,21.0
33,184630,Freelancer,Masters,Tier-2,Rented,Upper-Middle,Single,Love,0,14.0
34,130057,Software Engineer,PhD,Tier-2,Rented,Upper-Middle,Married,Arranged,0,7.5
39,54211,Private Job,PhD,Rural,Own,Upper-Middle,Married,Love,0,0.5
24,120942,Doctor,Bachelors,Tier-3,Own,Middle,Single,Love,0,15.5
35,88664,Government Officer,Bachelors,Tier-2,Own,Middle,Single,Love,1,20.0
26,138052,Private Job,Masters,Tier-1,Own,Lower,Divorced,Arranged,0,13.5
38,133806,Government Officer,Bachelors,Tier-3,Rented,Upper,Single,Love,1,18.5
38,117209,Freelancer,PhD,Rural,Rented,Lower,Single,Love,0,9.5
35,154618,Private Job,Masters,Rural,Rented,Middle,Single,Love,0,11.5
25,79849,Freelancer,Bachelors,Tier-1,Own,Upper,Married,Love,0,1.5
31,55616,Freelancer,Masters,Rural,Rented,Upper-Middle,Divorced,Love,0,0.5
38,91762,CA,Diploma,Rural,Rented,Upper,Single,Love,0,8.5
37,163298,Government Officer,PhD,Tier-1,Own,Upper,Divorced,Arranged,1,24.0
29,196342,CA,Bachelors,Tier-2,Own,Upper-Middle,Divorced,Love,0,14.5
28,121364,Government Officer,Diploma,Tier-2,Own,Upper-Middle,Single,Arranged,1,23.0
25,154748,CA,PhD,Rural,Own,Upper-Middle,Divorced,Love,0,12.5
28,25756,Government Officer,PhD,Tier-2,Own,Lower,Married,Arranged,1,11.0
31,146648,Software Engineer,Bachelors,Tier-1,Rented,Upper-Middle,Divorced,Arranged,0,12.0
40,151875,Doctor,Masters,Rural,Rented,Upper,Divorced,Love,0,9.0
22,25488,Doctor,PhD,Tier-2,Own,Upper-Middle,Married,Love,0,3.5
29,72271,Freelancer,PhD,Tier-1,Rented,Upper-Middle,Single,Love,0,10.5
29,141670,Government Officer,Masters,Tier-1,Rented,Middle,Divorced,Love,1,17.0
22,187218,Software Engineer,PhD,Tier-3,Own,Upper,Married,Love,0,10.0
22,55890,Private Job,Masters,Tier-2,Own,Upper-Middle,Married,Arranged,0,3.5
29,113880,CA,Masters,Tier-1,Rented,Middle,Single,Arranged,0,16.5
22,142391,Doctor,Diploma,Tier-1,Rented,Lower,Divorced,Arranged,0,11.5
27,126172,Private Job,PhD,Tier-3,Own,Lower,Divorced,Arranged,0,12.0
39,173772,Freelancer,Diploma,Tier-2,Rented,Upper,Single,Love,0,11.5
36,172815,Business Owner,Masters,Tier-1,Rented,Upper-Middle,Single,Arranged,0,18.5
25,102606,Government Officer,Bachelors,Tier-3,Own,Upper,Divorced,Love,1,15.0
25,25316,Doctor,Bachelors,Rural,Rented,Middle,Single,Love,0,6.5
34,84792,Software Engineer,PhD,Tier-1,Rented,Lower,Divorced,Arranged,0,11.0
27,46778,Government Officer,Bachelors,Rural,Own,Upper-Middle,Divorced,Love,1,11.0
34,28581,Government Officer,Diploma,Rural,Own,Middle,Divorced,Arranged,1,11.0
22,117961,Freelancer,Masters,Tier-2,Rented,Middle,Married,Arranged,0,2.5
23,166544,Government Officer,PhD,Tier-3,Own,Upper,Married,Love,1,15.0
23,150948,Software Engineer,PhD,Rural,Own,Upper,Divorced,Love,0,12.5
37,194463,Business Owner,Masters,Tier-2,Own,Middle,Married,Arranged,0,11.5
33,121974,Government Officer,PhD,Tier-1,Rented,Upper,Divorced,Love,1,17.0
38,190818,Freelancer,Masters,Tier-2,Own,Upper-Middle,Married,Arranged,0,9.5
38,131534,Software Engineer,Masters,Tier-3,Rented,Lower,Divorced,Love,0,8.5
22,28115,Business Owner,PhD,Tier-3,Own,Lower,Single,Arranged,0,13.0
27,105592,Private Job,Masters,Tier-3,Rented,Upper,Divorced,Arranged,0,7.0
38,65155,Business Owner,PhD,Tier-3,Own,Upper-Middle,Married,Love,0,3.0
23,155336,Doctor,Masters,Rural,Own,Upper,Divorced,Arranged,0,14.0
37,117619,Doctor,Diploma,Tier-1,Own,Middle,Single,Love,0,16.0
38,111108,Software Engineer,Masters,Rural,Rented,Upper,Married,Arranged,0,3.5
40,158658,Freelancer,Masters,Tier-1,Rented,Lower,Divorced,Arranged,0,10.5
38,168004,CA,Diploma,Rural,Rented,Middle,Married,Love,0,2.0
28,124281,Private Job,Bachelors,Tier-1,Own,Lower,Married,Arranged,0,7.0
25,25761,Freelancer,Diploma,Rural,Rented,Lower,Married,Arranged,0,-6.0
25,119367,Doctor,PhD,Tier-3,Rented,Lower,Divorced,Arranged,0,11.0
33,84324,Government Officer,Bachelors,Rural,Own,Lower,Divorced,Love,1,13.0
32,114368,Business Owner,Masters,Tier-1,Own,Upper,Married,Arranged,0,8.5
28,108928,Government Officer,Diploma,Tier-1,Own,Upper,Single,Love,1,21.0
29,149886,Private Job,Bachelors,Tier-2,Rented,Lower,Divorced,Love,0,7.0
40,176191,Freelancer,Bachelors,Rural,Rented,Lower,Divorced,Love,0,5.5
28,86610,Freelancer,Diploma,Rural,Own,Middle,Divorced,Arranged,0,5.0
27,194509,Doctor,Bachelors,Rural,Rented,Upper,Divorced,Arranged,0,12.0
25,84970,Freelancer,PhD,Tier-3,Own,Upper,Single,Love,0,12.0
36,105644,Government Officer,Masters,Tier-1,Own,Middle,Married,Love,1,13.0
31,174662,Freelancer,Masters,Tier-3,Own,Upper,Single,Love,0,15.5
30,26267,Software Engineer,PhD,Tier-2,Own,Upper,Married,Love,0,3.0
37,43316,Business Owner,Diploma,Rural,Rented,Upper-Middle,Divorced,Love,0,0.0
33,145550,CA,PhD,Tier-1,Rented,Upper,Married,Arranged,0,9.0
30,46859,Government Officer,PhD,Rural,Own,Upper,Divorced,Love,1,13.0
22,91155,Government Officer,Diploma,Rural,Rented,Upper,Married,Arranged,1,6.5
40,92051,Freelancer,PhD,Tier-3,Own,Upper,Divorced,Love,0,7.5
33,149549,Doctor,Masters,Tier-3,Rented,Lower,Divorced,Arranged,0,11.5
28,135328,Doctor,Bachelors,Tier-2,Rented,Upper-Middle,Single,Love,0,14.0
39,152811,Private Job,Diploma,Tier-3,Own,Middle,Divorced,Love,0,8.5
33,162754,Government Officer,PhD,Tier-2,Rented,Upper-Middle,Married,Love,1,13.0
39,37225,Business Owner,Masters,Tier-1,Own,Upper,Single,Arranged,0,14.5
31,186221,Government Officer,Bachelors,Tier-2,Rented,Upper-Middle,Single,Arranged,1,24.0
39,186335,CA,PhD,Rural,Rented,Upper-Middle,Married,Love,0,6.0
35,67942,Software Engineer,Diploma,Tier-3,Own,Upper,Divorced,Arranged,0,8.0
37,110648,Private Job,Bachelors,Tier-3,Rented,Middle,Single,Love,0,9.5
40,78589,Doctor,PhD,Tier-3,Own,Lower,Single,Love,0,15.0
36,28957,Freelancer,Masters,Tier-1,Own,Lower,Married,Arranged,0,2.0
24,31577,Doctor,Bachelors,Rural,Rented,Lower,Divorced,Love,0,2.0
22,75325,Freelancer,Diploma,Tier-1,Own,Middle,Married,Arranged,0,2.5
22,181403,CA,Diploma,Tier-2,Own,Upper-Middle,Divorced,Arranged,0,15.0
40,68644,Freelancer,Bachelors,Tier-1,Rented,Lower,Divorced,Arranged,0,5.0
27,152529,Business Owner,Masters,Tier-3,Rented,Middle,Single,Love,0,13.5
31,59082,Private Job,Diploma,Tier-3,Rented,Upper-Middle,Divorced,Arranged,0,2.5
39,31708,Business Owner,PhD,Tier-3,Own,Upper,Married,Arranged,0,3.5
35,190745,Doctor,PhD,Tier-2,Rented,Upper,Married,Love,0,9.0
32,78909,Doctor,Bachelors,Tier-1,Rented,Upper-Middle,Divorced,Love,0,7.0
26,79745,CA,Masters,Tier-1,Rented,Upper-Middle,Divorced,Arranged,0,9.5
26,53015,CA,Masters,Tier-3,Own,Middle,Single,Love,0,12.5
33,121697,Software Engineer,PhD,Tier-2,Rented,Upper,Married,Love,0,5.0
29,120853,Software Engineer,Diploma,Rural,Rented,Upper-Middle,Divorced,Arranged,0,7.0
37,121901,Private Job,PhD,Tier-1,Rented,Middle,Divorced,Love,0,9.0
40,38515,Private Job,Diploma,Rural,Own,Upper-Middle,Divorced,Love,0,1.5
28,99707,CA,Masters,Tier-3,Own,Middle,Divorced,Love,0,9.5
33,141868,Private Job,Diploma,Rural,Rented,Upper,Married,Love,0,-1.0
31,145417,CA,Masters,Tier-3,Rented,Upper,Single,Arranged,0,16.0
39,189834,Freelancer,Bachelors,Tier-1,Own,Lower,Married,Arranged,0,9.0
23,155501,Private Job,Diploma,Rural,Rented,Upper,Divorced,Arranged,0,6.5
36,86695,Government Officer,Masters,Rural,Rented,Middle,Divorced,Love,1,11.0
26,176755,Software Engineer,Diploma,Rural,Own,Upper,Married,Love,0,5.5
37,98199,CA,PhD,Tier-2,Rented,Middle,Divorced,Arranged,0,10.5
27,38875,Doctor,Diploma,Rural,Rented,Lower,Divorced,Arranged,0,3.0
33,49402,Doctor,Bachelors,Rural,Own,Lower,Married,Love,0,0.5
27,177844,Software Engineer,Masters,Tier-1,Own,Lower,Married,Arranged,0,12.5
35,86410,Private Job,Masters,Rural,Rented,Upper,Married,Arranged,0,0.0
22,35186,Government Officer,Diploma,Tier-1,Own,Upper,Divorced,Love,1,12.5
29,143598,Business Owner,Bachelors,Rural,Rented,Lower,Single,Arranged,0,13.0
31,125474,Software Engineer,PhD,Tier-1,Rented,Middle,Married,Love,0,6.0
40,22800,Government Officer,Masters,Tier-1,Rented,Upper,Divorced,Arranged,1,13.0
38,185458,Private Job,PhD,Tier-3,Rented,Upper,Divorced,Arranged,0,12.0
36,38502,Government Officer,Masters,Tier-3,Own,Upper,Married,Arranged,1,9.5
25,31844,Software Engineer,Diploma,Rural,Own,Upper-Middle,Married,Arranged,0,0.5
27,39373,Doctor,Masters,Tier-1,Rented,Upper-Middle,Married,Love,0,1.0
27,86096,Private Job,Masters,Tier-3,Own,Upper-Middle,Divorced,Arranged,0,9.0
27,77195,Government Officer,Diploma,Rural,Own,Upper-Middle,Divorced,Arranged,1,13.5
30,94363,Business Owner,PhD,Tier-2,Rented,Upper,Divorced,Love,0,7.5
24,85319,Software Engineer,PhD,Tier-1,Rented,Upper,Married,Love,0,4.0
26,87310,Doctor,Bachelors,Tier-1,Rented,Middle,Divorced,Arranged,0,9.5
34,77727,CA,Diploma,Tier-3,Own,Lower,Married,Love,0,1.5
34,130882,Private Job,Bachelors,Rural,Rented,Upper,Married,Arranged,0,1.5
29,64509,Freelancer,Diploma,Rural,Own,Middle,Single,Love,0,7.0
23,139909,Business Owner,PhD,Rural,Rented,Middle,Single,Love,0,12.5
37,66590,Business Owner,Bachelors,Rural,Rented,Upper-Middle,Single,Love,0,7.0
29,24853,Private Job,Masters,Tier-3,Own,Middle,Single,Love,0,9.0
31,74876,Business Owner,Masters,Tier-3,Own,Lower,Married,Arranged,0,4.5
37,25135,Business Owner,Bachelors,Tier-3,Rented,Upper,Married,Arranged,0,-2.0
31,148662,Doctor,Masters,Tier-2,Own,Upper,Married,Love,0,8.5
38,94304,Freelancer,Masters,Tier-3,Own,Lower,Married,Love,0,1.5
32,142382,Business Owner,Masters,Tier-2,Own,Lower,Single,Arranged,0,19.0
37,131887,Freelancer,Diploma,Tier-2,Own,Upper-Middle,Divorced,Arranged,0,9.5
25,143269,CA,Masters,Tier-3,Rented,Lower,Divorced,Love,0,9.0
38,27793,Business Owner,Masters,Tier-1,Own,Lower,Single,Love,0,12.0
35,47830,Software Engineer,Masters,Tier-2,Own,Upper-Middle,Divorced,Arranged,0,10.0
23,120906,Doctor,Diploma,Rural,Own,Lower,Divorced,Love,0,8.5
28,115905,Doctor,Masters,Tier-3,Rented,Lower,Married,Love,0,3.0
22,129008,Freelancer,Masters,Tier-3,Own,Lower,Divorced,Arranged,0,10.0
32,65190,Software Engineer,Diploma,Tier-3,Own,Upper-Middle,Married,Arranged,0,3.0
27,114107,Software Engineer,Diploma,Tier-1,Rented,Middle,Divorced,Love,0,7.5
40,190787,Freelancer,PhD,Rural,Rented,Upper,Single,Love,0,13.5
37,152616,Private Job,Diploma,Tier-1,Own,Upper-Middle,Married,Arranged,0,7.5
38,72733,Business Owner,Diploma,Tier-1,Own,Middle,Single,Love,0,12.5
24,183092,Private Job,PhD,Tier-2,Rented,Upper-Middle,Single,Arranged,0,18.0
30,177493,Government Officer,Bachelors,Tier-3,Own,Middle,Divorced,Love,1,18.5
31,178202,Government Officer,Bachelors,Rural,Own,Upper,Divorced,Arranged,1,19.5
30,81596,Software Engineer,Diploma,Tier-3,Rented,Upper,Single,Arranged,0,11.0
38,190475,CA,PhD,Tier-2,Rented,Upper,Divorced,Arranged,0,15.5
32,199851,Software Engineer,Diploma,Tier-1,Own,Lower,Single,Love,0,19.5
28,114331,Freelancer,Diploma,Rural,Rented,Upper-Middle,Divorced,Love,0,1.5
30,54498,Doctor,Masters,Tier-3,Rented,Lower,Divorced,Arranged,0,7.0
34,184954,CA,Diploma,Tier-2,Own,Upper-Middle,Divorced,Love,0,13.0
22,161691,Software Engineer,PhD,Tier-3,Rented,Upper,Single,Love,0,16.0
22,47168,Government Officer,Masters,Tier-1,Own,Middle,Single,Arranged,1,22.0
29,62750,Private Job,Diploma,Rural,Own,Lower,Married,Arranged,0,0.0
40,150316,CA,PhD,Rural,Own,Lower,Married,Love,0,7.5
22,86277,Software Engineer,Bachelors,Tier-3,Own,Middle,Single,Arranged,0,15.0
27,48193,Private Job,Masters,Tier-1,Rented,Middle,Single,Arranged,0,11.0
33,58035,Government Officer,Diploma,Tier-1,Rented,Middle,Divorced,Love,1,10.5
32,159408,CA,Bachelors,Tier-3,Rented,Upper-Middle,Divorced,Arranged,0,10.5
23,146762,Freelancer,Diploma,Tier-1,Rented,Upper-Middle,Married,Arranged,0,3.0
30,199093,CA,Diploma,Rural,Own,Upper,Divorced,Arranged,0,13.5
24,75226,CA,Bachelors,Rural,Rented,Lower,Married,Arranged,0,0.5
39,124329,Business Owner,Diploma,Tier-3,Own,Upper-Middle,Married,Arranged,0,5.0
30,51058,Software Engineer,PhD,Tier-2,Own,Upper-Middle,Single,Arranged,0,16.5
29,33825,Doctor,Bachelors,Tier-2,Own,Upper-Middle,Divorced,Love,0,7.0
23,79265,Private Job,Masters,Tier-2,Rented,Upper-Middle,Single,Love,0,9.5
34,132150,Software Engineer,PhD,Tier-3,Own,Lower,Divorced,Love,0,12.5
23,147490,Private Job,PhD,Rural,Rented,Upper-Middle,Divorced,Arranged,0,9.0
25,131965,Freelancer,Masters,Rural,Own,Upper-Middle,Divorced,Arranged,0,9.5
24,141913,Government Officer,Bachelors,Tier-3,Rented,Upper-Middle,Divorced,Arranged,1,16.0
37,107497,Software Engineer,Bachelors,Tier-1,Rented,Lower,Single,Love,0,13.0
25,156562,Government Officer,PhD,Tier-2,Rented,Upper-Middle,Married,Arranged,1,14.5
34,67768,Business Owner,Masters,Rural,Rented,Middle,Single,Arranged,0,10.0
25,149271,Private Job,Bachelors,Tier-3,Own,Lower,Single,Arranged,0,16.0
37,114144,Business Owner,PhD,Tier-2,Own,Upper-Middle,Married,Arranged,0,8.5
36,180238,Government Officer,PhD,Tier-3,Own,Middle,Single,Arranged,1,28.0
25,113268,CA,Bachelors,Tier-2,Own,Upper,Married,Arranged,0,7.5
26,68470,Private Job,Bachelors,Tier-3,Rented,Lower,Divorced,Arranged,0,4.0
24,114664,Business Owner,PhD,Tier-1,Own,Lower,Married,Love,0,7.5
36,65324,Private Job,Diploma,Rural,Rented,Middle,Divorced,Love,0,0.0
35,168933,Software Engineer,Masters,Tier-3,Own,Middle,Divorced,Love,0,13.0
35,102517,CA,PhD,Tier-1,Own,Lower,Single,Love,0,18.0
